Column1,Column2,열1
https://www.tumblbug.com/chiprojectseoul_9/community/afa997d1-e54d-4f69-ad06-cb2aa23616a5,이제 그만 자수하세요. 전통 자수 DIY 키트 텀블벅 - 크리에이터를 위한 크라우드펀딩,4
https://coolenjoy.net/bbs/28/4406543,3080 비프음 이슈... > 그래픽카드 | 쿨엔조이,3
https://www.tumblbug.com/,텀블벅 - 크리에이터를 위한 크라우드펀딩,4
https://www.toeic.co.kr/YBMSisacom.php?siteURL=https%3A%2F%2Fexam.toeic.co.kr&pageURL=%2F,[TOEIC® 공식 사이트],6
http://snoway.sookmyung.ac.kr/site/main/index001,SNOWAY 경력개발시스템,6
http://snoway.sookmyung.ac.kr/site/inc/message/view1?message=Required.Login&retUrl=/index.jsp,SNOWAY 경력개발시스템,6
https://www.toeic.co.kr/YBMSisacom.php?secureid=S5%2BO7xVGf9Mdor%2F3O4yRssY0pRJb%2FDm86tTvnAN18iVB%2F13R5vdthyRVZAUhc0gUSYW6EUWkDVFX688bqcawek6pB1jHiO1GiNca56jVd4SxVqaw0wcb3lwVhcjEa%2BmME4ARBIa%2B07UrvBhI76%2F00g%3D%3D&pageURL=%2Findex%2Ephp,[ 공식 사이트],6
https://sookmyung-ac-kr.zoom.us/j/83614150249?pwd=MjJDem1oZlpEWnpTZ3ZSZHRvQUNpUT09&uname=%EA%B9%80%EC%98%81%EB%B9%88%281613362%29#success,회의 시작 - Zoom,6
https://snowboard.sookmyung.ac.kr/mod/zoom/view.php?id=1003988,SnowBoard,6
https://sookmyung-ac-kr.zoom.us/j/86588955171?pwd=eVdqakVxT0JiL1U2YzI2MGlKeG5RZz09&uname=%EA%B9%80%EC%98%81%EB%B9%88%281613362%29#success,회의 시작 - Zoom,6
https://www.toeic.co.kr/index.php#,[ 공식 사이트],6
https://www.toeic.co.kr/index.php,[ 공식 사이트],6
https://www.toeic.co.kr/#,[ 공식 사이트],6
https://snowboard.sookmyung.ac.kr/mod/zoom/loadmeeting.php?id=1003988,회의 시작 - Zoom,6
https://sookmyung-ac-kr.zoom.us/j/86588955171?pwd=eVdqakVxT0JiL1U2YzI2MGlKeG5RZz09&uname=%EA%B9%80%EC%98%81%EB%B9%88%281613362%29,회의 시작 - Zoom,6
https://www.toeic.co.kr/,[ 공식 사이트],6
https://www.tmon.co.kr/entry/?jp=70073&ln=649442&dl_tag_id=1xU9q&gclid=CjwKCAjw9MuCBhBUEiwAbDZ-7iaXodnRbBqtU0SM8mHRMGtySeh3_f4PdtzWVggQT4hYH3GlD_QbphoCLqYQAvD_BwE,타임커머스 티몬,4
https://www.tmon.co.kr/?utm_source=google_sa_pc&utm_medium=SA&utm_term=649442_%EA%B5%AC%EA%B8%80_%EB%B8%8C%EB%A1%9C%EB%93%9C&utm_content=&dl_tag_id=1xU9q&utm_campaign=SA_%EA%B5%AC%EA%B8%80_%EC%B9%B4%ED%85%8C%EA%B3%A0%EB%A6%AC,타임커머스 티몬,4
https://www.ssafy.com/web/sproject/markany/html/MaInstallPage.html,웹화면 보안 수동 설치 페이지,
https://www.ssafy.com/ksp/servlet/swp.member.controller.SwpMemberServlet?p_process=swp-member-join-email-chk&p_resno=0080959410553,삼성 청년 SW 아카데미,6
https://www.ssafy.com/ksp/servlet/swp.member.controller.SwpMemberServlet,삼성 청년 SW 아카데미,6
https://www.ssafy.com/ksp/servlet/swp.main.controller.SwpMainServlet?p_process=select-maininfos,삼성 청년 SW 아카데미,6
https://www.ssafy.com/ksp/servlet/swp.login.controller.SwpLoginServlet,삼성 청년 SW 아카데미,6
https://www.ssafy.com/ksp/servlet/swp.board.controller.SwpBoardServlet?p_process=select-board-view&p_tabseq=226504&p_seq=43,삼성 청년 SW 아카데미,6
https://www.ssafy.com/ksp/servlet/swp.apply.controller.SwpSignServlet#none;,삼성 청년 SW 아카데미_WebDRM[Ayl],6
https://www.ssafy.com/ksp/servlet/swp.apply.controller.SwpSignServlet,삼성 청년 SW 아카데미_WebDRM[Ayl],6
https://www.ssafy.com/ksp/servlet/swp.apply.controller.SwpApplyServlet,삼성 청년 SW 아카데미_WebDRM[Joq],6
https://www.ssafy.com/ksp/jsp/swp/swpMain.jsp,삼성 청년 SW 아카데미,6
https://gooroomee.com/%EB%B0%94%EB%B3%B4%EB%9E%98%EC%9A%94#,(1) 바보래요 - 구루미(Gooroomee) - 바보래요,6
https://gooroomee.com/%EB%B0%94%EB%B3%B4%EB%9E%98%EC%9A%94#coordi;,(1) 바보래요 - 구루미(Gooroomee) - 바보래요,6
https://gooroomee.com/%EB%B0%94%EB%B3%B4%EB%9E%98%EC%9A%94,(1) 바보래요 - 구루미(Gooroomee) - 바보래요,6
https://gooroomee.com/camstudy/room/create,(1) 바보래요 - 구루미(Gooroomee) - 바보래요,6
https://gooroomee.com/camstudy/room?search=nomore,Main - 구루미(Gooroomee),6
https://gooroomee.com/camstudy/room?search=nomoer,Main - 구루미(Gooroomee),6
https://gooroomee.com/nomorebamsem#,Main - 구루미(Gooroomee),6
https://gooroomee.com/camstudy/room#,Main - 구루미(Gooroomee),6
https://gooroomee.com/signin/facebook,- 구루미(Gooroomee),6
https://www.facebook.com/v2.8/dialog/oauth?client_id=988289321262078&response_type=code&display=popup&scope=email&redirect_uri=https%3A%2F%2Fgooroomee.com%2Fsignin%2Ffacebook&state=cec967c0-1d1c-4b24-83d4-49e72dce64e3,- 구루미(Gooroomee),6
https://gooroomee.com/signin/facebook?code=AQCLC0Me3Nxo_UjiO7yOruB4QmsoKRFSkDr-R34pBm3E3femgY_uKM0pV3U7b4bOPO-9RBnYDi6HhMrKLKz5PNAE7ju2uLSCHauLM-Rp3EZjZNw1Pxj4mHLS8-xIukWKfLSl71cTp4vvgTr7piHgBBrLRqUYH1t57wUE1S6MbxOrPAPJX3VpwXNaRQZQBg36EXzfw7Av5a_oTZ70eW62n_xo0zf6IItUhwJyTWQVqHORMIyvaIm3bZZTwraiCHGP-gHUznCNYMATZ8MKJwpABfTkAEovV6ANIL-GLgESu0-Na6a2XvKIvnqmTfbeWFw9txGYciGbk8BG8KYYUg5zgxnI&state=cec967c0-1d1c-4b24-83d4-49e72dce64e3#_=_,- 구루미(Gooroomee),6
https://gooroomee.com/camstudy/auth/oauth2/complete#_=_,- 구루미(Gooroomee),6
https://gooroomee.com/camstudy/room,Main - 구루미(Gooroomee),6
https://gooroomee.com/auth/oauth2/facebook,Gooroomee Social - facebook,6
https://gooroomee.com/camstudy/auth/login?redirectUrl=%2Fnomorebamsem#,Main - 구루미(Gooroomee),6
https://www.ssafy.com/ksp/jsp/swp/common/swpPopSearchSchool.jsp,학교 검색,6
https://www.ssafy.com/ksp/jsp/swp/common/swpPopSearchMajor.jsp,전공 검색,6
https://www.ssafy.com/ksp/jsp/swp/apply/swpApplyProcess.jsp,삼성 청년 SW 아카데미_WebDRM[ZkX],6
https://www.ssafy.com/ksp/jsp/swp/apply/sign/phone_process.jsp?EncodeData=AgAFRzM1NDg9g/6383c6D9CTMqx3j6LMiCaXfl4ID9yR2UeSBS5MiCncrjz/DPTFPgPM7LvK13y96I%2BOkceKPAsMw18yJtVagOdAv1o7GoHplrIA29mQ4EdqEXXBfr4BFZyJa7e2LREX1fQX0niKlrsrdNdFlbQPUPpBD22D9a2oOVVjdIdVvAsIUTE9sAmxg%2BA8lUq0czFLvBLuvuTCHTQNfiJ0%2B1M/jyCFZqjP3ddWIWVZhdpiLNdfzPqSp0J/Uw8gccFXBgl9%2BQL%2BF3UC098LpBp4XMt4tkmBm1yrg7bqIgj4KVAJrmsZPSCkftFUd9FZaZpzSaVybNlbNoREpuI8Zp89Ei4q9viyhsEa3JmjSei6m92yEjfjUldW1V2cyewKh2HTrdwWYs4XzN1ui0gLbuZ/byOWqNcOD8qZsbQvlsXAqHwCE4BzOyUbmIDbwGn2CPY2CJ9NIGzKvrYvM51R3LRqa6JsjTu6JCBvYfK4ZC1ZOVn1PCpBVqEnXO503hyoBV9XGT3A6Qda/MJdmGhbwooL2OrDKj1Es0K7Zcksq5LSnKAA3G1xxPq26f3O4nQm6sfRoCG3N2UnhjToKN4WWZtrQAEBqVXesU07RsoLpRY2wC/M4ZHuttPMQWuLPqq8uHI6qLZgLqd2SO1IppEGWY5oKkgxI69up32Ioes9Hp/EWCSz2G%2BqN5n8G3DgUymur/zfwxQhDWy2zy4kCBKjww9jzX0n,NICE신용평가정보 - CheckPlus 안심본인인증 테스트<!-- NICE신용평가정보 - CheckPlus 안심본인인증 -->,6
https://www.samsungsds.com/kr/insights/Responsive_web_1.html,Responsive Web ① – 반응형 웹을 위해 개발자가 꼭 알아야 하는 기술들,
https://www.q-net.or.kr/qlf002.do?id=qlf00201&myPFlag=Y&gSite=Q&gId=,자격증 취득조회 | Q-net,6
