,url,label,domain
33,"https://map.naver.com/v5/search/%EC%B9%B4%EC%9D%B4%EC%8A%A4%ED%8A%B8?c=14177279.6427069,4351898.0152595,15,0,0,0,dh",2,map.naver.com
34,"https://map.naver.com/v5/search/%EC%B9%B4%EC%9D%B4%EC%8A%A4%ED%8A%B8?c=14177530.4517059,4351834.7158455,14,0,0,0,dh",2,map.naver.com
35,"https://map.naver.com/v5/search/%EC%B9%B4%EC%9D%B4%EC%8A%A4%ED%8A%B8?c=14195426.2709532,4372828.6233954,11,0,0,0,dh",2,map.naver.com
36,"https://map.naver.com/v5/entry/place/239042985?c=14195426.2709532,4372828.6233954,11,0,0,0,dh",2,map.naver.com
37,"https://map.naver.com/v5/entry/place/239042985?c=14189999.2419449,4366799.6527894,12,0,0,0,dh",2,map.naver.com
38,"https://map.naver.com/v5/entry/place/239042985?c=14187123.2987557,4363345.6545738,13,0,0,0,dh",2,map.naver.com
39,"https://map.naver.com/v5/entry/place/239042985?c=14186731.5589858,4360364.6104707,13,0,0,0,dh",2,map.naver.com
40,"https://map.naver.com/v5/entry/place/239042985?c=14185642.3313327,4355740.1702594,13,0,0,0,dh",2,map.naver.com
41,"https://map.naver.com/v5/entry/place/239042985?c=14187581.9209254,4350695.3263926,13,0,0,0,dh",2,map.naver.com
42,"https://map.naver.com/v5/entry/place/239042985?c=14189091.5522341,4348965.9386276,13,0,0,0,dh",2,map.naver.com
43,"https://map.naver.com/v5/entry/place/239042985?c=14188327.1819512,4347074.1221776,13,0,0,0,dh",2,map.naver.com
44,"https://map.naver.com/v5/entry/place/239042985?c=14185814.3146463,4344045.3049318,13,0,0,0,dh",2,map.naver.com
45,"https://map.naver.com/v5/entry/place/239042985?c=14181400.0762629,4341819.0764830,13,0,0,0,dh",2,map.naver.com
46,"https://map.naver.com/v5/entry/place/239042985?c=14184381.1203660,4343008.6277357,12,0,0,0,dh",2,map.naver.com
47,"https://map.naver.com/v5/entry/place/239042985?c=14190343.2085722,4345387.7302411,11,0,0,0,dh",2,map.naver.com
48,"https://map.naver.com/v5/entry/place/239042985?c=14189158.4346338,4343667.8971046,11,0,0,0,dh",2,map.naver.com
49,"https://map.naver.com/v5/entry/place/239042985?c=14198292.6595139,4355095.2328333,11,0,0,0,dh",2,map.naver.com
50,"https://map.naver.com/v5/entry/place/239042985?c=14190496.0826288,4349582.2121682,12,0,0,0,dh",2,map.naver.com
51,"https://map.naver.com/v5/entry/place/239042985?c=14186607.3488148,4346835.2564642,13,0,0,0,dh",2,map.naver.com
52,"https://map.naver.com/v5/entry/place/239042985?c=14187878.1144100,4348278.0053731,13,0,0,0,dh",2,map.naver.com
53,"https://map.naver.com/v5/entry/place/239042985?c=14187725.2403535,4347408.5341763,13,0,0,0,dh",2,map.naver.com
54,"https://map.naver.com/v5/entry/place/239042985?c=14187338.2778978,4346861.5316927,14,0,0,0,dh",2,map.naver.com
55,"https://map.naver.com/v5/entry/place/239042985?c=14187438.6014974,4347434.8094048,14,0,0,0,dh",2,map.naver.com
56,"https://map.naver.com/v5/entry/place/239042985?c=14153956.9682997,4515539.2666513,15,0,0,0,dh",2,map.naver.com
57,"https://map.naver.com/v5/entry/place/239042985?c=14187538.9250970,4346922.4424496,15,0,0,0,dh",2,map.naver.com
58,https://map.naver.com/v5/entry/place/239042985,2,map.naver.com
59,https://search.naver.com/p/crd/rd?m=1&px=1002&py=487&sx=1002&sy=487&p=hbndulp0J14ssahYan4ssssssO0-099028&q=%EB%8C%80%EC%A0%84+%EC%9A%B0%EC%86%A1%EB%8C%80&ie=utf8&rev=1&ssc=tab.nx.all&f=nexearch&w=nexearch&s=yKXfoqV6mvS59%2BhJFsgD6g%3D%3D&time=1617154061785&bt=22&a=nco_x0k*u.map&r=1&i=0000000f_000000097422&u=https%3A%2F%2Fmap.naver.com%2Fv5%2Fentry%2Fplace%2F239042985&cr=1,2,search.naver.com
60,http://q-net.or.kr/myp002.do?id=myp00201&gSite=Q&gId=03&rcvPFlag=Y&gTitle=,6,q-net.or.kr
61,http://q-net.or.kr/rcv002.do?id=rcv00206s02&gSite=Q&gId=03&rcvPFlag=Y&gTitle=,6,q-net.or.kr
62,http://q-net.or.kr/rcv002.do?id=rcv00206&gSite=Q&gId=03&rcvPFlag=Y&gTitle=,6,q-net.or.kr
63,http://q-net.or.kr/rcv002.do?id=rcv00205&gSite=Q&gId=03&rcvPFlag=Y&gTitle=,6,q-net.or.kr
64,http://q-net.or.kr/rcv002.do?id=rcv00202s21&gSite=Q&gId=03&rcvPFlag=Y&gTitle=,6,q-net.or.kr
65,http://q-net.or.kr/rcv002.do?id=rcv00202s06&gSite=Q&gId=03&rcvPFlag=Y&gTitle=&selfTestYN=Y&trendAnalYN=Y,6,q-net.or.kr
66,http://q-net.or.kr/rcv002.do?id=rcv00202s20&gSite=Q&gId=03&rcvPFlag=Y&gTitle=,6,q-net.or.kr
67,http://q-net.or.kr/man001.do?id=man00103&gSite=Q&gId=&login=Y,6,q-net.or.kr
68,http://q-net.or.kr/rcv001.do?id=rcv00103&gSite=Q&gId=,6,q-net.or.kr
69,https://q-net.or.kr/man001.do?id=man00101&gSite=Q&gId=03,6,q-net.or.kr
70,https://q-net.or.kr/rcv002.do?id=rcv00202Q&gSite=Q&page=1&fromUrl=infoMain&gId=03&implCd=1&implYY=&implSeq=11&planId=PL2021533117&seqNo=2&startDt=20210401&qualGb=T&examTyp=2&planNm=2021%B3%E2%20%C1%A4%B1%E2%20%BB%EA%BE%F7%B1%E2%BB%E7%201%C8%B8%20%BD%C7%B1%E2&suhmTrgt=A,6,q-net.or.kr
71,http://q-net.or.kr/man001.do?id=man00103&gSite=Q&gId=03&redir=rcv002.do%3Fid%3Drcv00202Q%26gSite%3DQ%26page%3D1%26fromUrl%3DinfoMain%26gId%3D03%26implCd%3D1%26implYY%3D%26implSeq%3D11%26planId%3DPL2021533117%26seqNo%3D2%26startDt%3D20210401%26qualGb%3DT%26examTyp%3D2%26planNm%3D2021%B3%E2+%C1%A4%B1%E2+%BB%EA%BE%F7%B1%E2%BB%E7+1%C8%B8+%BD%C7%B1%E2%26suhmTrgt%3DA,6,q-net.or.kr
72,http://q-net.or.kr/rcv002.do?id=rcv00201&gSite=Q&gId=,6,q-net.or.kr
73,http://q-net.or.kr/man001.do?&gSite=Q&gId=,6,q-net.or.kr
74,http://q-net.or.kr/man004.do?id=manSubMain,6,q-net.or.kr
75,http://q-net.or.kr/man001.do?id=man00103&gSite=Q&gId=&redir=rcv002.do%3Fid%3Drcv00201%26gSite%3DQ%26gId%3D,6,q-net.or.kr
76,https://q-net.or.kr/rcv002.do?id=rcv00201&gSite=Q&gId=,6,q-net.or.kr
77,https://q-net.or.kr/rcv002.do?id=rcv00202Q&gSite=Q&page=1,6,q-net.or.kr
78,https://developer.chrome.com/docs/extensions/reference/,5,developer.chrome.com
79,https://noonsong-carpal-turner-syndrome.atlassian.net/plugins/servlet/ac/com.atlassian.jira.emcee/discover#!/discover/app/com.github.integration.production?source=code-in-jira&installDialogOpen=true,6,noonsong-carpal-turner-syndrome.atlassian.net
80,https://noonsong-carpal-turner-syndrome.atlassian.net/jira/software/projects/CST/code,6,noonsong-carpal-turner-syndrome.atlassian.net
81,https://www.jetbrains.com/shop/eform/students?_st=E1z7DQ7VUWKznv-vDK3zfIL9yIx6s1ZW3LcuMd_qAw8-vSWJlEtTlnyM2XfKs3GS,6,www.jetbrains.com
82,https://noonsong-carpal-turner-syndrome.atlassian.net/wiki/home?createDialog=true&createDialogSpaceKey=CST,6,noonsong-carpal-turner-syndrome.atlassian.net
83,https://noonsong-carpal-turner-syndrome.atlassian.net/wiki/home?createDialog=true&createDialogSpaceKey=CST&feed=0,6,noonsong-carpal-turner-syndrome.atlassian.net
84,https://noonsong-carpal-turner-syndrome.atlassian.net/wiki/discover/all-updates?createDialog=true&createDialogSpaceKey=CST&atlOrigin=eyJpIjoiNjJlMzk4YTE3MjNjNDBiNWI2ZjIzOTBkMDQ5NDI0MGUiLCJwIjoiaiJ9,6,noonsong-carpal-turner-syndrome.atlassian.net
85,https://noonsong-carpal-turner-syndrome.atlassian.net/wiki/home?createDialog=true&createDialogSpaceKey=CST&atlOrigin=eyJpIjoiNjJlMzk4YTE3MjNjNDBiNWI2ZjIzOTBkMDQ5NDI0MGUiLCJwIjoiaiJ9&feed=0,6,noonsong-carpal-turner-syndrome.atlassian.net
86,https://noonsong-carpal-turner-syndrome.atlassian.net/jira/software/projects/CST/pages,6,noonsong-carpal-turner-syndrome.atlassian.net
87,https://noonsong-carpal-turner-syndrome.atlassian.net/jira/software/projects/CST/boards/1,6,noonsong-carpal-turner-syndrome.atlassian.net
88,https://noonsong-carpal-turner-syndrome.atlassian.net/jira/software/projects/CST/boards/1/roadmap?selectedIssue=CST-2,6,noonsong-carpal-turner-syndrome.atlassian.net
89,https://noonsong-carpal-turner-syndrome.atlassian.net/jira/software/projects/CST/boards/1/roadmap?selectedIssue=CST-1,6,noonsong-carpal-turner-syndrome.atlassian.net
90,https://noonsong-carpal-turner-syndrome.atlassian.net/jira/software/projects/CST/boards/1/roadmap?selectedIssue=CST-3,6,noonsong-carpal-turner-syndrome.atlassian.net
91,https://noonsong-carpal-turner-syndrome.atlassian.net/jira/software/projects/CST/boards/1/roadmap,6,noonsong-carpal-turner-syndrome.atlassian.net
92,https://noonsong-carpal-turner-syndrome.atlassian.net/browse/CST,6,noonsong-carpal-turner-syndrome.atlassian.net
93,https://noonsong-carpal-turner-syndrome.atlassian.net/jira/software/projects/CST/settings,6,noonsong-carpal-turner-syndrome.atlassian.net
94,https://noonsong-carpal-turner-syndrome.atlassian.net/jira/software/projects/CST/settings/details,6,noonsong-carpal-turner-syndrome.atlassian.net
95,https://noonsong-carpal-turner-syndrome.atlassian.net/secure/BrowseProjects.jspa,6,noonsong-carpal-turner-syndrome.atlassian.net
96,https://noonsong-carpal-turner-syndrome.atlassian.net/jira,6,noonsong-carpal-turner-syndrome.atlassian.net
97,https://noonsong-carpal-turner-syndrome.atlassian.net/jira/software/projects/CST/settings/issuetypes/10001,6,noonsong-carpal-turner-syndrome.atlassian.net
98,https://noonsong-carpal-turner-syndrome.atlassian.net/jira/software/projects/CST/settings/issuetypes,6,noonsong-carpal-turner-syndrome.atlassian.net
99,https://www.figma.com/file/47bg1bhXWgoUQ7Yc8k0ISD/chrome-screen-time?node-id=0%3A1,6,www.figma.com
100,https://support.atlassian.com/jira-core-cloud/docs/work-with-issues-in-jira-cloud/,6,support.atlassian.com
101,https://confluence.atlassian.com/x/yAiiLQ,6,confluence.atlassian.com
102,https://confluence.atlassian.com/pages/tinyurl.action?urlIdentifier=yAiiLQ,6,confluence.atlassian.com
103,https://confluence.atlassian.com/display/JIRACORECLOUD/Working+with+issues,6,confluence.atlassian.com
104,https://confluence.atlassian.com/jiracorecloud/working-with-issues-765593800.html,6,confluence.atlassian.com
105,https://noonsong-carpal-turner-syndrome.atlassian.net/welcome/software,6,noonsong-carpal-turner-syndrome.atlassian.net
106,https://noonsong-carpal-turner-syndrome.atlassian.net/?src=signup&rename=true,6,noonsong-carpal-turner-syndrome.atlassian.net
107,https://noonsong-carpal-turner-syndrome.atlassian.net/secure/MyJiraHome.jspa,6,noonsong-carpal-turner-syndrome.atlassian.net
108,"https://www.atlassian.com/ondemand/signup/confirmation?ondemandurl=Noonsong-carpal-turner-syndrome&products=jira-software.ondemand,confluence.ondemand&cloudId=b86ebd45-c5f0-4714-9a5c-6df618d2ac6f&requestId=40841114&siteRenameRequestId=40841766",6,www.atlassian.com
109,https://www.atlassian.com/ondemand/signup/confirmation?ondemandurl=Noonsong-carpal-turner-syndrome&products=jira-software.ondemand%2Cconfluence.ondemand&cloudId=b86ebd45-c5f0-4714-9a5c-6df618d2ac6f&requestId=40841114&siteRenameRequestId=40841766,6,www.atlassian.com
110,https://github.com/Noonsong-carpal-turner-syndrome,6,github.com
111,https://github.com/Noonsong-carpal-turner-syndrome/screentime_chrome,6,github.com
112,https://github.com/,6,github.com
113,https://sookmyung-ac-kr.zoom.us/wc/83614150249/join?track_id=&jmf_code=&meeting_result=&tk=&cap=03AGdBq27Wc_fjazrKNJ9S_i8kX7mxicxiyQy0akBWfYrnPPJ3xLSX5NWkGOKulDv3iEqnlFwnt-YGgen2swi9MbdCFjnszXLWLpAc9xtiNB2bggu3Icm250TX-gOmRsR8wFinresX3gxYLDUxNa8NrZ88y8hiCsSlfR_1gnIAkJ1HyBHZjPwWSFjNOnpf5ych1LtiRzl2TAN5-9HXuvupGuEfTuz06460ZXi63Vaoki1CS17L9qLc1iTvzFygvHqcAiu3gw88YN_YC0ehT4pE2iIjQbB31LU3D6WCG3DjrkR56kfOZAWbvRZalh_eHAharGH4IWAV6mZpd-yJiHIo4nR-qwKJwWHvt4NYtQFRuIbpwSa2aXIE-srrjlv4rrBPnEKTFahGobjrBXN1jvkDGMXOp3r4RbsdRf2OpkrKeoxZI84MaXL_OEF9EJ2E40wrqJXuEKLVUmwEsGET-FoHyJjZBDiV2S7yqQ&refTK=&rn=true&po=7&epk=PRSoJZLIDMsQHm9jItTJOPTZfOY7mwXvEcGOumaHWPf4DJBYSNw.rlWzmPhQaQJrRTTS&wpk=wcpkfe734b96862b7c578600434e53e2cfe2,6,sookmyung-ac-kr.zoom.us
114,https://www.figma.com/file/47bg1bhXWgoUQ7Yc8k0ISD/chrome-screen-time,6,www.figma.com
115,https://www.figma.com/file/47bg1bhXWgoUQ7Yc8k0ISD/chrome-screen-time?node-id=0%253A1,6,www.figma.com
116,https://us02st1.zoom.us/web_client/ehjzr5/html/externalLinkPage.html?ref=https://www.figma.com/file/47bg1bhXWgoUQ7Yc8k0ISD/chrome-screen-time?node-id=0%25253A1,6,us02st1.zoom.us
117,https://www.atlassian.com/ko/signup/rename/site?cloudId=b86ebd45-c5f0-4714-9a5c-6df618d2ac6f&requestId=40841114&redirecturl=https%253A%252F%252Fwww.atlassian.com%252Fondemand%252Fsignup%252Fconfirmation%253Fondemandurl%253Dteam-1617084521291%2526products%253Djira-software.ondemand%25252Cconfluence.ondemand%2526cloudId%253Db86ebd45-c5f0-4714-9a5c-6df618d2ac6f%2526requestId%253D40841114&isPermitted=false,6,www.atlassian.com
118,https://atlassian.net/SetCST?cst=eyJjdHkiOiJqc29uK2NzdCIsImVuYyI6IkEyNTZHQ00iLCJhbGciOiJSU0EtT0FFUCJ9.EQtXHkNBdhvwLeKyK1HkAhnY6PNFQS5TWgJEr2JWkdr0zl3d8F9xrLYQEiQLLJ6Ix-0bfdYZdTaEU6BzIALzbfXuLSEmtFSI70_eGHrDR67tRptzukQp2ggGrYRPX2G2yr4iWoxwlYH7gRLJEQIWtQpkPubmUFrYerBjjCSOwkTCiq6mA1wMfaWOWSf96ae_9MOg3ILawfuH58yKk3kl2-11RIYbhOjRUcJOhVFu7OavX4G6PYrprPT-ce9433fNS3bIce6tv-d39w_OJFYIL9Si_hI6pErKY4k_NogmyS27M9W1OcLQOKUOEjU5ASSBTYrzHkHz_1RRiS7kj5FWwg.wJfBwusCgvTYJp-L.XO8ykWHNf0LatTh-0Jls4GEQx276vp9HJrb-Buj2Z4Y47VhBN2bw8SKI7nQlT05hyk7x9kLek68h_3HaFjp86264HKM1CG-uJUOfxe47I6HrVpxZPTjzzH_a-77CCnleMebq5K-LlKqaoyza98mSZzwHXKr7yheSdXVJJwM55uEkL1jQgOdJE9_aRpsEMpKyb4XhB1zp7abVt_V8XMrFSqEKY_zj41gDZrLDS0YPIgBXWQ_7Dzw6ROelNOHrLswqjzPzYzI_NjV2pjgrwsesd_SecxIgqv226jBsf2zJApGY_r7TGNRdUmaghusun4yYT1tzTS6QIQy8I8OZNTK4UUnlyrWPcW72Sexg4gj0uVXB3wFWXYd6s-xrEsWwqt4BipNhhAYJIdV5MN7ltHjbtyIAtBVMM_CX6AdkDWt5Qps6ovz01PaGZgxhWVHM4GoxogTqmXnEgrzTYnDdM1GRZoTSbOXGsbjKPkty3gfNUG6dFJzBxIFLlViGSEa0ugY3eDNuPewrYqgKbSeAhJLsKD0L7FRxAScXxZE1OnaNRcaHVEPUTVW6h1BCy243v9hzwdpxA2Yb-KFk8_04rMXvy86WbZZEKyMMrLW-PyUYq8BZ9JB5q9hqvqTuWSioQRr09rVKPWtEUVAA_eCfjTVq_m-LZwjPzmS3HOELI16k5a6_wYggmhZMXEJZNT0RjQG_ndk4Wc-xi8Ch4xUv46Ocvr2YwzYr7aIkCbyG0o-BQRv1dVAoXM1gyy540mvQP3w18ngJ-7xKjN6rY0zlWC6LZPo-g_19lVGDXX9OKU4zYKNZYpv-HVyjVrk8Yv4bl9959Fi3EMnoH4Vq1VVP8RHbVqGVcycMio8wegDehkB0w_MWMLCHJhgr4dNJKZ1vrfHZsM2a_5IYct-1QVaFmE1MHGdV9AcLpMDqrdy6I_hEslSCtpVipTK0UVkrXDGg1fkY5MPqKTDB9StgStOVtBxJNLmqKv09KrgJdeBJwFnLmkvPxE9_19OVTq25zDAeXdnnT7W5GX7kfw2Yz5QEt5EOj5VypLTWuZHr0AGjUJFNhwsmg-gvY4RebTQ2MGNuPQ5M8Y86AK4HCCx7JdLyBl4oN7dhWF0P3wGn6wD0RXY5bK6bU0y8NI6OCrEDMS1DEe2y6UhtCmn1ohfqftTR3ILHAqvMEKsxxynoboqRP5NGZoCVZD1UdIYtQSBTftFObk_s2CHa_llSxiMKlClLidiwDvbxIKVT7kY68hGXv_xYT_gLtqzSdnzzCfjt_qw_kq4gmhfgXyhXoYpjCWGYa1kYR80-hhY-NVYHvEAIK1t_DS1ZLvvXUUokJtUGog.yuTnD0eeAJPlmwVZyYZsyg&anonymousId=192eb760-b631-fddf-0c7f-6cfbafdb2cf4&continue=https%3A%2F%2Fwww.atlassian.com%2Fko%2Ftry%2Fcloud%2Fsignup-social-login%3Fbundle%3Djira-software-confluence%26edition%3Dfree,6,atlassian.net
119,https://api-private.atlassian.com/SetCST?cst=eyJjdHkiOiJqc29uK2NzdCIsImVuYyI6IkEyNTZHQ00iLCJhbGciOiJSU0EtT0FFUCJ9.EQtXHkNBdhvwLeKyK1HkAhnY6PNFQS5TWgJEr2JWkdr0zl3d8F9xrLYQEiQLLJ6Ix-0bfdYZdTaEU6BzIALzbfXuLSEmtFSI70_eGHrDR67tRptzukQp2ggGrYRPX2G2yr4iWoxwlYH7gRLJEQIWtQpkPubmUFrYerBjjCSOwkTCiq6mA1wMfaWOWSf96ae_9MOg3ILawfuH58yKk3kl2-11RIYbhOjRUcJOhVFu7OavX4G6PYrprPT-ce9433fNS3bIce6tv-d39w_OJFYIL9Si_hI6pErKY4k_NogmyS27M9W1OcLQOKUOEjU5ASSBTYrzHkHz_1RRiS7kj5FWwg.wJfBwusCgvTYJp-L.XO8ykWHNf0LatTh-0Jls4GEQx276vp9HJrb-Buj2Z4Y47VhBN2bw8SKI7nQlT05hyk7x9kLek68h_3HaFjp86264HKM1CG-uJUOfxe47I6HrVpxZPTjzzH_a-77CCnleMebq5K-LlKqaoyza98mSZzwHXKr7yheSdXVJJwM55uEkL1jQgOdJE9_aRpsEMpKyb4XhB1zp7abVt_V8XMrFSqEKY_zj41gDZrLDS0YPIgBXWQ_7Dzw6ROelNOHrLswqjzPzYzI_NjV2pjgrwsesd_SecxIgqv226jBsf2zJApGY_r7TGNRdUmaghusun4yYT1tzTS6QIQy8I8OZNTK4UUnlyrWPcW72Sexg4gj0uVXB3wFWXYd6s-xrEsWwqt4BipNhhAYJIdV5MN7ltHjbtyIAtBVMM_CX6AdkDWt5Qps6ovz01PaGZgxhWVHM4GoxogTqmXnEgrzTYnDdM1GRZoTSbOXGsbjKPkty3gfNUG6dFJzBxIFLlViGSEa0ugY3eDNuPewrYqgKbSeAhJLsKD0L7FRxAScXxZE1OnaNRcaHVEPUTVW6h1BCy243v9hzwdpxA2Yb-KFk8_04rMXvy86WbZZEKyMMrLW-PyUYq8BZ9JB5q9hqvqTuWSioQRr09rVKPWtEUVAA_eCfjTVq_m-LZwjPzmS3HOELI16k5a6_wYggmhZMXEJZNT0RjQG_ndk4Wc-xi8Ch4xUv46Ocvr2YwzYr7aIkCbyG0o-BQRv1dVAoXM1gyy540mvQP3w18ngJ-7xKjN6rY0zlWC6LZPo-g_19lVGDXX9OKU4zYKNZYpv-HVyjVrk8Yv4bl9959Fi3EMnoH4Vq1VVP8RHbVqGVcycMio8wegDehkB0w_MWMLCHJhgr4dNJKZ1vrfHZsM2a_5IYct-1QVaFmE1MHGdV9AcLpMDqrdy6I_hEslSCtpVipTK0UVkrXDGg1fkY5MPqKTDB9StgStOVtBxJNLmqKv09KrgJdeBJwFnLmkvPxE9_19OVTq25zDAeXdnnT7W5GX7kfw2Yz5QEt5EOj5VypLTWuZHr0AGjUJFNhwsmg-gvY4RebTQ2MGNuPQ5M8Y86AK4HCCx7JdLyBl4oN7dhWF0P3wGn6wD0RXY5bK6bU0y8NI6OCrEDMS1DEe2y6UhtCmn1ohfqftTR3ILHAqvMEKsxxynoboqRP5NGZoCVZD1UdIYtQSBTftFObk_s2CHa_llSxiMKlClLidiwDvbxIKVT7kY68hGXv_xYT_gLtqzSdnzzCfjt_qw_kq4gmhfgXyhXoYpjCWGYa1kYR80-hhY-NVYHvEAIK1t_DS1ZLvvXUUokJtUGog.yuTnD0eeAJPlmwVZyYZsyg&anonymousId=192eb760-b631-fddf-0c7f-6cfbafdb2cf4&continue=https%3A%2F%2Fwww.atlassian.com%2Fko%2Ftry%2Fcloud%2Fsignup-social-login%3Fbundle%3Djira-software-confluence%26edition%3Dfree,6,api-private.atlassian.com
